id,happiness,birth,edu,income,floor_area,height_cm,weight_jin,health,media_5
2156,5,1938,3,24000,95,160,130,4,1
2157,4,1945,3,0,94,175,140,2,1
2158,3,1978,6,120000,100,155,110,3,5
2159,4,1985,3,40000,70,168,128,5,5
2160,3,1968,10,100000,50,160,100,4,4
2161,3,1972,4,40000,200,170,130,5,4
2162,5,1967,6,15000,120,159,130,5,3
2163,4,1972,6,200000,89,171,155,1,5
2164,4,1955,1,5000,400,155,90,4,1
2165,3,1990,10,50000,12,172,124,4,5
2166,5,1960,4,-1,200,160,115,5,4
2167,5,1974,4,17500,65,160,128,4,3
2168,2,1963,4,-3,200,158,110,5,1
2169,4,1960,4,25000,198,160,122,3,1
2170,4,1953,3,24000,10,175,140,3,1
2171,4,1932,1,0,270,158,90,3,1
2172,4,1997,6,0,103,161,80,4,5
2173,4,1953,3,10000,50,162,120,3,1
2174,3,1974,10,50000,94,160,96,5,5
2175,4,1987,4,15000,400,170,130,5,2
2176,4,1977,4,60000,72,166,138,5,1
2177,4,1992,4,20000,100,175,150,4,4
2178,5,1985,4,50000,95,175,160,5,5
2179,4,1985,9,24000,100,156,110,4,5
2180,4,1937,12,70000,55,178,136,3,5
2181,4,1925,7,15000,47,160,140,3,1
2182,5,1985,3,0,60,160,130,5,3
2183,3,1968,4,0,89,158,140,4,1
2184,5,1948,3,10000,35,158,107,3,1
2185,4,1983,11,50000,85,163,120,5,5
2186,5,1991,5,12000,24,166,102,1,5
2187,4,1942,1,0,45,155,40,2,1
2188,4,1965,4,0,120,165,150,3,1
2189,4,1996,12,0,55,162,110,4,5
2190,4,1990,10,-3,80,169,123,4,4
2191,3,1942,3,5000,330,150,110,2,1
2192,4,1987,4,0,98.5,170,145,5,1
2193,2,1985,12,84000,70,157,96,2,4
2194,5,1988,4,60000,45,159,90,5,5
2195,4,1993,4,15000,300,158,87,4,5
2196,5,1951,1,4000,667,170,140,4,1
2197,4,1965,6,100000,40,165,100,4,5
2198,4,1986,1,3000,110,163,120,5,1
2199,5,1938,8,60000,70,167,146,3,1
2200,4,1972,4,0,83,158,108,4,1
2201,4,1941,3,20000,77,160,120,2,2
2202,5,1942,3,20000,120,157,120,4,1
2203,5,1958,7,100000,88,175,70,5,5
2204,4,1968,3,10000,190,168,130,4,1
2205,3,1950,9,32000,40,164,126,2,1
2206,4,1978,4,20000,35,176,160,4,4
2207,4,1965,1,60000,90,178,150,4,3
2208,4,1969,3,3000,120,165,150,4,1
2209,5,1976,4,30000,130,183,180,4,4
2210,2,1951,3,0,50,150,110,1,1
2211,4,1979,4,25000,130,175,160,5,5
2212,5,1946,1,0,100,156,110,1,1
2213,5,1990,4,0,140,156,100,5,2
2214,4,1959,4,30000,100,163,126,3,1
2215,5,1971,4,10000,200,157,120,4,1
2216,4,1977,3,1500,100,163,116,4,1
2217,4,1955,4,40000,90,168,126,4,1
2218,4,1972,4,100000,90,172,75,3,2
2219,4,1970,4,50000,260,175,180,5,1
2220,5,1972,4,300000,280,166,130,5,5
2221,4,1959,4,70000,90,159,110,5,4
2222,2,1955,3,5000,50,155,135,2,1
2223,4,1978,3,25000,100,165,100,4,2
2224,4,1965,3,15000,150,160,120,3,3
2225,4,1937,6,40000,80,160,110,3,3
2226,5,1972,4,25000,58,183,170,4,4
2227,3,1970,1,10000,96,163,90,3,1
2228,3,1991,6,-1,200,175,100,3,3
2229,4,1977,7,100000,80,171,140,4,3
2230,4,1952,6,40000,103,155,108,3,1
2231,4,1967,4,50000,80,175,150,4,4
2232,4,1957,7,40000,150,160,120,3,1
2233,4,1961,3,7000,100,155,140,4,1
2234,4,1986,4,60000,68,163,110,4,5
2235,4,1968,3,1000,300,150,90,1,1
2236,4,1960,4,23000,30,170,135,5,1
2237,5,1966,4,100000,300,170,140,5,4
2238,3,1955,6,22800,160,163,94,2,1
2239,4,1972,3,-1,240,159,116,4,1
2240,4,1979,6,0,150,173,135,3,5
2241,4,1972,6,30000,49,180,150,3,4
2242,4,1984,1,0,250,161,133,4,2
2243,4,1938,3,40800,60,150,90,3,1
2244,5,1957,4,60000,52,160,100,5,1
2245,2,1960,4,31200,85,148,85,3,5
2246,4,1934,1,42000,100,156,140,1,1
2247,4,1947,3,700,135,153,76,2,1
2248,3,1983,4,36000,60,158,95,3,5
2249,5,1978,12,60000,90,170,136,5,5
2250,2,1964,4,16800,53,178,140,2,5
2251,2,1950,3,5000,100,165,90,5,1
2252,4,1965,4,8000,320,165,110,4,1
2253,4,1985,13,100000,116,162,90,4,5
2254,4,1967,3,4000,110,154,90,2,1
2255,4,1951,3,44400,58,175,180,5,3
2256,5,1954,10,50000,69,166,120,4,2
2257,4,1946,12,80000,110,163,120,4,3
2258,4,1971,4,36000,124,167,140,4,1
2259,4,1935,1,0,90,165,135,4,1
2260,4,1953,4,20000,72,155,92,1,1
2261,5,1944,3,2160,160,155,115,4,1
2262,4,1947,1,780,200,158,100,4,1
2263,5,1940,3,40000,40,160,120,4,1
2264,4,1945,3,760,60,155,105,2,1
2265,4,1990,4,0,120,170,110,4,2
2266,5,1953,4,5000,170,168,120,5,1
2267,4,1985,6,50000,42,178,110,4,5
2268,3,1959,4,8000,35,191,160,2,1
2269,3,1993,7,36000,54,173,120,4,4
2270,4,1963,4,6000,100,160,128,4,1
2271,4,1945,4,4000,120,170,170,2,1
2272,4,1965,3,20000,80,165,120,4,1
2273,4,1948,4,0,120,152,110,3,1
2274,2,1967,3,36000,40,152,95,3,1
2275,4,1966,3,20000,60,170,150,2,1
2276,4,1969,4,20000,70,165,130,4,1
2277,4,1961,6,50000,132,178,150,4,1
2278,4,1977,7,30000,400,160,110,4,5
2279,3,1974,3,-1,140,165,120,2,1
2280,2,1964,1,3000,100,167,140,4,1
2281,4,1967,3,3000,210,162,120,4,1
2282,4,1988,13,12000,65,180,136,5,5
2283,4,1971,3,10000,150,172,120,4,1
2284,4,1968,1,30000,90,160,110,4,1
2285,4,1962,4,24000,300,165,150,5,1
2286,4,1966,10,50000,117,154,151,1,3
2287,3,1953,3,-2,100,156,116,3,1
2288,4,1944,3,10000,160,165,100,3,1
2289,4,1976,5,86000,50,165,115,4,4
2290,4,1988,11,30000,45,175,120,4,5
2291,3,1990,3,-1,94,159,95,4,1
2292,4,1968,4,35000,110,170,138,3,1
2293,4,1956,3,10500,63,143,80,2,1
2294,4,1970,6,50000,10,161,126,4,5
2295,4,1958,6,0,75,170,110,3,1
2296,1,1984,4,39000,50,153,130,5,5
2297,4,1980,12,20000,50,190,210,4,5
2298,4,1956,1,2280,50,160,120,4,1
2299,4,1990,12,60000,100,165,100,5,5
2300,5,1938,1,1000,333,173,144,4,1
2301,4,1928,4,33600,279,174,80,3,1
2302,3,1959,4,20000,110,168,135,4,1
2303,4,1964,3,23000,13,165,120,3,1
2304,3,1967,4,20000,200,160,140,3,1
2305,3,1973,3,0,180,140,120,2,1
2306,5,1931,1,0,100,150,110,4,1
2307,4,1978,12,1000000,60,171,172,3,5
2308,2,1960,3,12000,70,160,120,3,3
2309,4,1973,3,36000,15,160,105,3,1
2310,3,1962,6,800,200,135,95,5,1
2311,4,1945,10,36000,128,165,148,3,4
2312,4,1965,4,30000,90,165,160,5,4
2313,2,1957,3,20000,60,179,150,4,1
2314,4,1946,1,2000,90,155,105,3,1
2315,3,1944,4,14400,85,160,110,3,5
2316,2,1968,1,10000,30,160,110,2,1
2317,5,1936,3,-1,52,153,120,5,1
2318,3,1938,3,24000,79,150,106,2,1
2319,4,1966,4,60000,30,164,140,4,1
2320,3,1968,1,6000,60,150,80,3,2
2321,4,1963,1,0,110,155,90,4,1
2322,3,1976,3,0,130,140,70,2,1
2323,4,1951,3,4080,90,160,110,2,1
2324,4,1945,3,0,80,155,80,4,1
2325,4,1948,1,0,220,157,110,2,1
2326,3,1966,4,20000,90,165,120,2,2
2327,4,1949,1,2500,130,173,115,3,1
2328,5,1951,1,0,200,151,118,4,1
2329,1,1950,3,-2,25,150,92,2,1
2330,4,1968,10,200000,80,170,140,4,4
2331,4,1987,13,50000,47,165,120,4,5
2332,4,1953,9,300000,45,172,160,3,1
2333,4,1972,3,30000,180,165,130,4,1
2334,3,1978,3,10000,100,163,110,4,2
2335,2,1980,4,8000,140,155,80,5,1
2336,4,1989,3,0,180,150,96,4,2
2337,4,1971,4,24000,56,180,180,2,5
2338,3,1973,3,5000,160,158,110,3,1
2339,5,1987,4,40000,100,165,160,4,5
2340,4,1958,10,0,60,175,179,4,1
2341,4,1955,6,30000,12,165,110,2,5
2342,4,1935,1,700,200,155,100,3,1
2343,5,1969,3,50000,90,160,110,5,1
2344,4,1956,3,24000,170,181,195,3,1
2345,4,1942,4,24000,60,162,160,2,1
2346,5,1965,11,30000,170,160,114,5,5
2347,4,1942,1,500,100,172,120,3,1
2348,4,1953,6,30000,60,178,160,4,4
2349,4,1955,3,-1,100,160,120,4,1
2350,4,1966,3,9000,80,159,120,5,1
2351,4,1936,7,40000,90,165,130,3,4
2352,1,1946,3,3000,60,150,113,2,1
2353,2,1940,1,5000,30,160,128,3,1
2354,5,1944,1,0,250,165,120,3,1
2355,5,1937,3,900,50,155,120,2,1
2356,4,1939,7,36000,64,158,130,3,5
2357,4,1937,3,20000,44,155,110,2,1
2358,4,1950,3,5500,200,170,115,4,1
2359,4,1939,12,84000,95,172,138,3,4
2360,5,1982,3,0,70,170,120,3,4
2361,4,1958,1,3000,270,155,95,4,1
2362,4,1963,6,100000,66,175,140,5,2
2363,3,1934,4,4000,60,167,130,3,1
2364,4,1974,3,0,100,154,120,3,1
2365,4,1949,1,0,120,150,120,4,1
2366,4,1931,3,36000,80,170,150,3,1
2367,4,1954,7,20000,120,156,150,5,1
2368,4,1959,3,1000,120,145,105,2,1
2369,4,1967,3,4000,136,160,100,4,1
2370,4,1965,9,50000,79,170,145,5,4
2371,4,1970,3,0,146,162,110,3,2
2372,4,1950,3,10000,90,165,130,3,1
2373,4,1976,4,30000,210,165,110,5,1
2374,4,1990,7,20000,120,173,120,5,5
2375,5,1990,12,0,25,177,140,5,5
2376,4,1955,4,3000,105,148,101,4,1
2377,5,1940,4,28000,50,160,115,2,1
2378,2,1938,1,-1,120,150,80,2,1
2379,3,1968,3,1575,75,158,95,3,1
2380,4,1951,3,0,280,160,122,2,1
2381,4,1934,3,1000,70,157,103,5,2
2382,5,1943,4,50000,57,155,120,4,1
2383,4,1966,4,100000,180,178,140,4,3
2384,4,1951,3,12000,120,165,90,4,1
2385,3,1994,4,30000,30,170,130,4,4
2386,5,1936,1,14400,70,150,105,3,1
2387,5,1959,6,36000,56,168,125,4,4
2388,4,1943,3,1300,400,158,89,2,1
2389,5,1973,4,100000,60,168,130,4,1
2390,5,1966,1,0,30,160,100,2,1
2391,3,1972,4,8000,220,161,115,4,4
2392,4,1961,3,7000,600,168,140,4,1
2393,4,1942,3,10000,100,140,90,2,1
2394,4,1991,9,100000,80,178,130,5,5
2395,5,1949,3,660,96,158,120,5,1
2396,3,1980,4,6000,100,155,120,4,1
2397,4,1944,10,20000,80,169,147,4,1
2398,3,1957,4,24000,57,160,120,3,5
2399,4,1986,12,40000,97,184,200,4,5
2400,3,1968,3,3000,38,173,130,3,1
2401,4,1965,9,20000,53,167,130,4,4
2402,5,1970,4,10000,90,165,140,4,1
2403,4,1965,3,50000,90,155,90,3,2
2404,4,1945,7,36000,20,170,150,3,3
2405,4,1951,3,3000,120,153,110,2,-8
2406,2,1952,3,8400,120,158,110,2,1
2407,4,1949,3,5000,361,163,120,4,3
2408,5,1980,6,20000,92,165,124,5,4
2409,1,1965,4,-2,30,145,85,1,1
2410,4,1997,6,0,110,176,130,5,5
2411,4,1975,4,30000,130,173,110,4,4
2412,4,1965,4,57000,102,156,90,4,3
2413,2,1968,3,0,300,164,110,2,1
2414,3,1969,3,6000,100,158,100,5,1
2415,4,1975,3,70000,70,172,130,4,1
2416,4,1963,3,5000,100,160,120,4,1
2417,4,1958,6,10000,25,168,145,5,1
2418,4,1946,3,48000,65,178,180,3,1
2419,3,1966,4,0,40,155,116,2,1
2420,3,1953,3,2000,120,165,115,3,1
2421,5,1989,4,40000,30,165,120,5,1
2422,4,1978,7,50000,110,172,120,5,5
2423,4,1966,10,60000,35,160,110,4,5
2424,4,1969,10,80000,38,165,120,4,5
2425,4,1933,1,0,70,150,100,4,1
2426,4,1975,3,1700,56,155,110,5,1
2427,5,1980,4,60000,72,178,210,5,5
2428,4,1934,2,2000,60,160,110,3,1
2429,2,1953,4,36000,80,160,103,3,2
2430,4,1964,4,2000,120,155,120,4,1
2431,4,1947,3,30000,260,162,148,4,1
2432,4,1943,3,0,60,160,100,2,1
2433,4,1960,6,25000,120,171,150,3,3
2434,4,1981,7,18000,100,160,110,4,2
2435,4,1944,3,2000,100,159,102,4,1
2436,4,1951,3,4000,70,175,150,5,1
2437,4,1939,1,800,80,145,90,2,1
2438,5,1957,6,-2,135,160,110,4,1
2439,4,1939,1,1200,180,165,115,3,1
2440,5,1960,10,40000,70,170,130,4,4
2441,4,1969,4,-2,250,163,140,3,4
2442,5,1945,1,3000,50,155,120,3,1
2443,4,1965,1,-1,60,160,120,2,1
2444,1,1950,1,2000,120,164,114,1,1
2445,4,1969,4,30000,100,160,110,4,5
2446,4,1972,3,10000,100,165,120,4,1
2447,4,1967,3,24000,200,150,120,4,1
2448,4,1968,3,-3,141,165,150,4,1
2449,4,1990,12,100000,44,175,120,5,5
2450,4,1976,4,20000,130,160,120,5,5
2451,2,1977,4,60000,180,170,130,5,4
2452,2,1967,4,30000,40,165,105,4,3
2453,5,1978,9,0,128,165,114,5,5
2454,5,1958,3,20000,120,167,110,3,1
2455,4,1961,6,40000,120,175,120,4,2
2456,5,1973,6,50000,60,160,125,5,5
2457,3,1988,4,0,110,156,120,5,1
2458,4,1948,9,30000,65,170,140,3,4
2459,3,1967,3,40000,300,165,120,2,1
2460,5,1940,3,20000,75,167,154,3,4
2461,5,1972,9,-1,98,162,140,3,5
2462,4,1982,4,40000,59,175,178,4,3
2463,3,1943,3,-2,70,165,130,2,1
2464,5,1946,4,10000,100,170,140,4,1
2465,4,1992,11,10000,42,178,100,4,5
2466,5,1944,4,11000,57,158,98,2,1
2467,2,1970,6,48000,150,163,110,3,2
2468,2,1955,4,0,35,150,106,4,1
2469,4,1935,1,0,40,150,70,2,1
2470,4,1963,9,150000,120,174,140,5,5
2471,4,1948,3,660,75,150,150,2,1
2472,4,1947,2,30000,80,160,100,4,1
2473,4,1975,3,50000,150,163,130,4,3
2474,5,1973,6,30000,70,165,120,4,5
2475,4,1955,1,0,90,165,100,3,1
2476,3,1982,3,10000,80,170,150,4,1
2477,5,1944,3,12000,57,152,110,4,1
2478,4,1968,3,8000,260,160,100,5,1
2479,5,1945,3,48000,200,160,140,4,1
2480,4,1982,4,60000,80,160,110,4,4
2481,4,1981,12,180000,82.5,173,178,3,5
2482,5,1990,7,20000,120,173,150,4,4
2483,4,1932,1,15000,36,155,90,2,1
2484,5,1943,4,19200,36,155,126,2,1
2485,3,1969,4,50000,100,175,180,3,5
2486,4,1945,4,36000,90,160,90,4,1
2487,4,1969,3,18000,30,150,90,4,2
2488,4,1988,13,50000,55,170,110,3,4
2489,5,1950,7,40000,30,165,150,4,3
2490,4,1972,3,50000,110,170,110,4,1
2491,2,1977,4,0,60,165,130,4,1
2492,3,1994,9,0,23,163,96,4,4
2493,4,1960,3,5000,110,160,120,5,1
2494,4,1956,4,24240,43,172,150,3,1
2495,4,1988,10,20000,99,160,100,4,3
2496,4,1957,1,15000,90,161,140,2,1
2497,2,1971,3,0,70,170,140,5,3
2498,5,1945,3,0,40,167,150,4,1
2499,4,1970,3,10000,300,165,104,5,1
2500,5,1985,4,0,71,164,135,4,5
2501,5,1938,3,-3,80,150,130,3,1
2502,5,1976,12,0,90,160,120,5,4
2503,5,1938,1,13000,64,162,130,4,1
2504,4,1968,3,80000,120,170,110,4,1
2505,5,1972,4,20000,120,158,110,4,1
2506,4,1950,3,2000,60,160,130,2,1
2507,4,1966,10,60000,95,168,120,5,5
2508,4,1965,6,24000,34,158,120,3,5
2509,4,1969,3,5000,120,159,80,3,1
2510,4,1987,3,30000,84,140,86,4,5
2511,3,1956,1,-2,60,150,102,4,1
2512,4,1963,3,6000,130,148,118,5,1
2513,5,1932,14,60000,130,140,125,3,1
2514,3,1943,4,21600,60,154,120,2,2
2515,5,1989,10,80000,125,178,170,5,5
2516,4,1988,6,20000,84,170,110,5,5
2517,4,1978,6,10000,200,162,110,5,1
2518,3,1980,10,50000,15,160,90,5,5
2519,4,1945,1,0,200,157,120,3,1
2520,3,1966,1,-3,130,168,120,5,3
2521,4,1970,4,12000,120,158,110,3,1
2522,3,1942,1,10000,300,160,120,1,1
2523,3,1986,3,35000,20,164,140,4,2
2524,4,1953,3,2000,50,170,110,2,1
2525,4,1969,11,60000,95,170,160,5,5
2526,3,1948,1,0,90,150,68,2,1
2527,4,1953,6,7000,200,172,130,2,1
2528,4,1948,3,28800,15,170,170,4,1
2529,4,1984,4,-3,97,160,102,4,4
2530,4,1962,6,0,134,160,126,2,1
2531,4,1966,6,0,94.3,167,135,5,4
2532,2,1968,3,1000,120,134,75,2,1
2533,4,1948,7,40000,94,150,98,4,1
2534,4,1975,4,-2,300,165,120,3,1
2535,2,1950,1,10000,100,150,100,2,1
2536,4,1982,9,52000,58,180,165,4,5
2537,4,1989,10,40000,8,164,112,4,5
2538,4,1972,9,60000,39,160,98,4,4
2539,2,1984,3,-2,70,170,110,4,1
2540,3,1986,4,20000,70,156,115,3,4
2541,4,1973,3,0,100,164,120,3,1
2542,5,1990,10,-3,88,160,100,4,5
2543,4,1990,4,60000,95,180,156,5,5
2544,4,1946,4,3000,180,170,120,3,1
2545,5,1952,3,24000,240,166,124,5,2
2546,5,1964,4,24000,50,158,130,3,1
2547,2,1974,3,5000,60,163,130,4,1
2548,5,1945,6,15000,64.4,157,102,2,1
2549,4,1979,4,120000,200,170,156,5,5
2550,4,1947,4,20000,55,165,130,2,1
2551,5,1966,10,50000,176,158,132,5,4
2552,3,1980,1,70000,89,180,120,1,4
2553,4,1965,1,2000,90,162,110,4,1
2554,2,1960,3,3500,180,165,104,1,1
2555,4,1968,7,50000,100,175,160,4,3
2556,4,1956,9,40000,120,175,170,3,1
2557,5,1973,12,100000,100,145,130,5,5
2558,4,1960,3,20000,120,172,144,4,2
2559,3,1986,4,36000,110,165,140,4,4
2560,4,1955,9,40000,106,171,122,5,5
2561,4,1945,1,2000,100,160,120,4,1
2562,4,1969,3,20000,200,172,150,4,1
2563,4,1968,11,100000,120,167,120,4,5
2564,5,1989,4,10000,180,170,115,4,3
2565,4,1938,3,24000,57,158,132,4,1
2566,4,1951,6,36000,70,172,160,5,1
2567,4,1945,1,0,120,170,130,3,1
2568,4,1973,9,40000,73,164,130,3,5
2569,4,1937,6,30000,100,155,130,4,1
2570,4,1992,12,10000,300,180,150,4,5
2571,4,1954,4,-3,42,172,140,4,1
2572,4,1932,3,30000,66,170,180,4,1
2573,4,1964,10,30000,60,180,170,4,5
2574,4,1969,4,10000,60,158,135,4,1
2575,5,1973,4,35000,110,176,135,4,2
2576,4,1969,6,40000,78,161,120,4,3
2577,4,1952,3,11000,57,163,110,3,1
2578,4,1952,3,1200,350,150,102,3,1
2579,4,1960,4,10000,100,165,120,4,1
2580,5,1944,7,51600,84.33,156,112,3,1
2581,5,1950,1,3300,60,167,130,2,1
2582,5,1988,12,100000,64,170,120,4,5
2583,5,1958,3,10000,120,170,120,4,1
2584,5,1993,12,10000,130,177,160,5,4
2585,4,1963,4,6000,200,165,120,3,1
2586,3,1984,4,40000,240,158,130,3,1
2587,4,1950,1,3000,120,158,120,4,1
2588,2,1973,6,30000,42,170,140,3,1
2589,4,1943,4,5000,200,156,110,3,1
2590,4,1936,4,660,120,160,130,4,1
2591,4,1944,3,15000,160,146,94,4,1
2592,4,1963,6,20000,70,185,130,4,1
2593,2,1972,3,10000,225,160,100,2,1
2594,5,1957,4,-2,98,157,130,3,1
2595,4,1955,3,10000,50,156,106,3,1
2596,4,1963,3,6000,100,160,120,4,1
2597,4,1948,3,25200,82,156,120,4,1
2598,4,1950,1,960,300,160,90,3,1
2599,2,1956,1,0,180,154,90,3,1
2600,5,1996,6,0,174,180,160,5,5
2601,5,1969,4,160000,100,170,170,3,2
2602,4,1965,3,10000,100,158,116,5,1
2603,5,1972,3,10000,70,160,110,5,1
2604,4,1964,4,35000,400,170,170,4,2
2605,4,1958,6,24240,50,169,120,3,1
2606,4,1975,4,36000,80,170,130,3,1
2607,4,1926,1,0,100,165,70,4,1
2608,5,1983,4,0,193,159,96,4,1
2609,4,1935,3,0,70,152,98,2,1
2610,5,1951,1,12000,250,171,140,2,1
2611,3,1958,4,3000,100,175,120,2,4
2612,4,1973,11,30000,120,165,150,5,5
2613,5,1945,1,0,70,180,160,5,1
2614,4,1954,3,0,80,170,140,3,1
2615,5,1945,8,66000,12,158,145,3,3
2616,4,1970,10,200000,90,165,130,3,5
2617,4,1946,3,36000,50,169,144,3,1
2618,4,1981,4,20000,10,160,82,1,5
2619,5,1989,9,40000,100,181,180,5,5
2620,4,1947,3,4000,120,165,120,2,1
2621,3,1994,11,0,200,182,130,4,4
2622,3,1945,7,50000,30,160,130,3,1
2623,4,1980,4,15000,80,170,170,5,1
2624,4,1956,3,30000,56,169,140,4,1
2625,4,1979,4,40000,100,165,115,4,3
2626,4,1938,3,20000,86,162,120,3,1
2627,4,1966,4,0,100,165,120,2,1
2628,3,1949,1,0,50,160,160,1,1
2629,3,1986,7,10000,200,161,102,3,5
2630,5,1975,6,40000,120,165,126,4,4
2631,4,1978,3,40000,110,170,140,5,3
2632,4,1969,7,-3,120,175,160,4,4
2633,4,1952,4,10000,240,166,150,4,1
2634,4,1957,9,30000,100,166,134,5,2
2635,4,1939,3,5820,90,156,190,2,1
2636,5,1960,3,30000,100,160,120,4,1
2637,4,1958,6,36000,32,170,110,5,1
2638,4,1954,1,15000,90,155,100,4,1
2639,5,1969,3,10000,89,158,110,4,3
2640,4,1973,4,30000,170,178,150,4,1
2641,4,1969,3,50000,100,169,140,4,1
2642,4,1980,4,35000,100,168,130,4,4
2643,4,1975,3,20000,80,165,120,5,1
2644,4,1929,4,48000,50,162,130,4,1
2645,4,1955,3,45000,60,167,130,4,1
2646,4,1984,12,70000,45,168,120,4,4
2647,2,1986,7,36000,90,173,114,3,5
2648,4,1975,-8,200000,100,175,140,4,4
2649,4,1958,1,2000,1000,175,120,5,1
2650,4,1975,4,60000,90,160,100,4,5
2651,4,1971,3,20000,60,160,104,4,1
2652,5,1971,6,50000,70,170,120,5,5
2653,3,1944,3,10000,225,170,110,4,1
2654,2,1981,5,20000,60,175,135,4,3
2655,2,1968,3,3000,120,150,84,4,1
2656,4,1973,4,15000,120,170,105,4,1
2657,3,1970,12,42000,130,173,130,3,5
2658,4,1935,1,2000,100,165,90,3,1
2659,5,1945,3,20000,105,158,110,5,5
2660,4,1966,4,40000,90,168,150,2,2
2661,4,1964,1,40000,130,165,128,4,1
2662,4,1957,6,22000,42,167,160,2,1
2663,4,1958,1,3000,120,170,108,3,1
2664,4,1980,3,3000,70,156,90,3,2
2665,4,1979,4,50000,87,180,180,3,4
2666,4,1988,10,0,130,165,100,5,5
2667,4,1985,12,30000,30,156,94,4,5
2668,4,1969,4,50000,180,150,120,5,4
2669,5,1933,1,21600,330,150,70,1,1
2670,5,1946,4,50000,120,174,140,2,1
2671,4,1964,4,0,270,158,120,5,1
2672,5,1981,10,360000,86,167,124,4,5
2673,4,1948,3,1000,70,160,100,3,1
2674,5,1947,4,24000,84,155,156,2,1
2675,4,1971,4,20000,60,160,95,5,1
2676,4,1970,4,62000,300,170,120,3,4
2677,5,1997,6,0,130,179,140,5,4
2678,3,1991,4,26000,100,175,135,5,5
2679,4,1986,10,100000,98,173,135,4,4
2680,5,1981,7,300000,150,167,180,5,4
2681,4,1972,4,24000,100,170,176,5,1
2682,4,1966,1,0,100,160,130,3,1
2683,4,1955,6,20000,58,160,65,4,4
2684,3,1955,3,10000,130,175,135,3,1
2685,4,1955,1,3000,180,150,130,2,1
2686,3,1951,4,0,100,168,98,2,1
2687,4,1935,3,600,90,160,130,2,1
2688,5,1938,3,0,90,173,140,4,1
2689,4,1942,1,7200,200,160,133,3,1
2690,4,1937,3,600,500,150,85,4,1
2691,4,1968,3,20000,30,175,160,4,1
2692,4,1966,3,10000,300,150,100,4,2
2693,4,1973,10,60000,80,173,146,3,5
2694,4,1949,5,30000,100,158,110,4,1
2695,3,1963,4,80000,86,170,150,3,2
2696,3,1955,3,4000,220,160,120,5,1
2697,4,1963,4,11000,40,167,120,3,1
2698,2,1961,3,10000,40,158,150,2,1
2699,4,1973,12,30000,100,160,100,5,5
2700,4,1953,4,24000,60,167,118,4,1
2701,-8,1971,-8,-3,100,175,160,-8,4
2702,4,1946,4,40000,150,165,120,2,1
2703,5,1980,3,9000,78,160,148,2,3
2704,4,1985,10,100000,130,170,140,4,5
2705,5,1953,3,-2,80,157,90,3,1
2706,4,1969,11,30000,80,170,130,4,5
2707,3,1955,5,20000,300,170,180,3,1
2708,4,1968,3,3000,210,148,90,3,1
2709,5,1995,6,2000,150,158,114,4,4
2710,4,1978,5,70000,90,165,120,2,5
2711,3,1995,7,13000,100,169,104,4,4
2712,3,1980,4,18000,300,163,110,2,1
2713,4,1967,3,8000,22,153,102,2,1
2714,4,1948,12,60000,102,150,130,2,4
2715,3,1985,8,12000,85,160,120,3,5
2716,4,1952,1,800,150,140,120,1,1
2717,4,1936,1,3000,90,150,80,2,1
2718,4,1961,1,0,80,160,140,4,1
2719,4,1994,12,0,80,165,120,4,5
2720,4,1945,6,27600,102,175,120,4,1
2721,5,1970,4,20000,200,165,146,5,1
2722,4,1950,3,14400,80,162,100,2,1
2723,4,1997,4,20000,9,164,130,5,5
2724,4,1968,3,10000,300,168,150,4,1
2725,5,1997,10,-1,120,164,100,3,4
2726,4,1949,12,60000,97,172,134,3,5
2727,5,1955,4,36000,70,172,120,4,1
2728,5,1949,1,0,150,156,112,5,1
2729,4,1947,4,1500,150,165,125,2,1
2730,2,1926,1,-2,80,165,120,2,1
2731,4,1990,4,200000,78,170,160,3,3
2732,3,1966,12,50000,99,169,110,4,3
2733,3,1964,1,30000,100,170,130,3,1
2734,4,1967,4,40000,40,170,150,2,1
2735,4,1959,6,5000,200,175,120,4,1
2736,4,1979,6,30000,200,173,140,4,3
2737,4,1941,7,20000,56,172,140,4,1
2738,4,1952,4,24000,300,170,140,2,1
2739,5,1946,6,26000,62,170,124,1,1
2740,3,1979,9,30000,110,170,155,3,4
2741,4,1971,4,1000000,165,174,150,5,4
2742,4,1933,1,-1,150,150,90,2,1
2743,3,1987,3,0,20,148,80,5,4
2744,4,1970,3,0,130,160,133,4,1
2745,5,1961,4,5000,240,160,90,4,1
2746,4,1973,12,35000,133,157,130,3,4
2747,4,1961,4,-3,140,165,106,4,1
2748,3,1980,4,0,270,162,110,4,4
2749,4,1966,1,15000,200,152,120,3,1
2750,4,1948,7,30000,108,172,135,3,1
2751,3,1972,4,20000,90,160,110,2,1
2752,4,1970,10,40000,48,172,150,3,3
2753,4,1937,1,24000,45,147,110,4,1
2754,4,1958,4,10000,60,155,90,2,1
2755,4,1962,4,15000,120,163,113,3,1
2756,3,1976,3,3000,15,170,175,5,1
2757,3,1963,4,8600,100,165,112,3,1
2758,3,1951,7,25000,39,165,108,3,4
2759,2,1963,4,5000,130,160,120,2,1
2760,4,1943,3,30000,120,165,92,2,1
2761,4,1961,6,20000,150,162,140,3,1
2762,5,1979,3,25000,85,164,135,3,1
2763,5,1953,3,30000,138,165,100,3,1
2764,3,1930,1,1000,90,150,80,2,1
2765,4,1994,7,35000,110,166,120,5,5
